id,country,admin_region,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date,latitude,longitude
11346,Canada,Montreal,183463,81511,53583,4768,8154,2081,2958,1998-10-12,3.577033218814007,0.0643706388332788
11347,UK,Birmingham,429602,333600,215339,3703,31187,33096,15980,1998-11-20,-2.8500477535126296,3.283220170509705
11348,UK,Manchester,123331,57510,24494,2060,10488,6169,2033,1998-08-06,-0.1633074596956526,5.456915438611025
11349,USA,Florida,119619,108131,70784,1111,17649,6764,1536,1999-04-03,0.0736648847716987,-8.521986977221632
11350,Canada,Toronto,726068,325775,168739,11334,18579,30646,10620,1999-01-01,-2.097557183413056,-0.6387742714220199
11351,Brazil,Brasilia,35527,24014,16687,1463,1506,2614,1265,1998-09-14,-0.4958311887247957,4.486676700154028
11352,USA,Raccoon_City,122714,53390,31527,2450,3317,3779,1732,1998-06-15,38.8333,-97.5333
11353,Brazil,Rio_de_Janeiro,5989822,2296515,1475394,90006,386147,241443,42581,1998-11-20,1.69863980297128,-0.1445188229842225
11354,Russia,Saint_Petersburg,141393,100597,64798,8907,12926,2837,4617,1999-05-28,1.7025554541757133,0.217036944873728
11355,Australia,Perth,236969,167794,92935,10368,21104,12591,5488,1998-11-09,-2.3821152566781127,0.315955519096403
11356,Brazil,Amazon_Region,1200275,248658,150241,9226,37600,16012,4999,1999-03-23,-1.93727713348161,-3.219104847382798
11357,France,Paris_District,1641357,639211,385801,30414,67225,39366,20977,1999-04-24,1.1184999132560782,0.2466954433440331
11358,Brazil,Rio_de_Janeiro,1212462,11080,7702,433,2145,1291,424,1998-06-11,1.69863980297128,-0.1445188229842225
11359,Antarctica,Base_Omega,18950,350,195,7,33,5,624,1998-10-09,1.3325999520384384,-2.381827186590709
11360,Canada,Ottawa,63714,8826,5497,346,1177,649,438,1998-12-10,1.480608918212311,-1.9217980547608868
11361,Taiwan,Taipei_City,5143827,3729174,2291813,288068,364415,254983,81174,1999-01-09,1.6582573663341151,2.124440670053682
11362,Canada,Montreal,110216,7994,4156,394,640,1020,1015,1999-02-08,3.577033218814007,0.0643706388332788
11363,Russia,Siberia_Zone,482991,431615,342495,8599,72749,21190,19317,1998-12-04,61.0137,99.1967
11364,UK,Manchester,822746,151946,66673,11974,10818,16458,5713,1998-08-08,-0.1633074596956526,5.456915438611025
11365,France,Marseille,4366964,3677889,1999434,98374,388716,289470,142561,1998-06-30,3.0758159318117744,0.8224238495790386
11366,Australia,Sydney,27151,24516,19255,1584,4624,2714,1002,1998-06-09,-33.8688,151.2093
11367,Russia,Saint_Petersburg,272979,110995,72558,1362,18965,8888,2351,1998-10-29,1.7025554541757133,0.217036944873728
11368,UK,Manchester,151931,75519,34970,4505,5165,8032,2263,1998-06-28,-0.1633074596956526,5.456915438611025
11369,Germany,Frankfurt,33314064,10172033,4407962,127778,1092610,734455,338223,1998-12-09,-4.724921723598893,2.452041664770111
11370,Canada,Montreal,51547,44056,24171,2561,5136,2856,1333,1998-11-24,3.577033218814007,0.0643706388332788
11371,Antarctica,Base_Echo,24652,11954,5499,1075,1860,1089,977,1998-10-17,-2.0507635900375054,3.689084456104984
11372,Russia,Siberia_Zone,8315654,7754315,4998459,309748,1458603,83051,248393,1998-09-16,61.0137,99.1967
11373,Canada,Montreal,33513481,30850112,21046522,1736653,5346095,1274360,504940,1998-11-19,3.577033218814007,0.0643706388332788
11374,Australia,Sydney,1767954,1599295,1234271,120439,190116,108446,17984,1999-01-09,-33.8688,151.2093
11375,UK,Birmingham,7499,2542,1160,206,443,369,348,1998-10-13,-2.8500477535126296,3.283220170509705
11376,Canada,Ottawa,23346,1848,800,93,199,266,363,1998-06-26,1.480608918212311,-1.9217980547608868
11377,Taiwan,Tainan_City,28718,18264,11876,777,2143,2142,1438,1998-08-31,-1.3817801379542258,-6.823508848071515
11378,Brazil,Rio_de_Janeiro,9529463,7907997,3941668,491413,1578759,1174000,177797,1998-09-14,1.69863980297128,-0.1445188229842225
11379,USA,Raccoon_City,139590,47108,25302,1653,3768,3583,1637,1999-01-05,38.8333,-97.5333
11380,Australia,Sydney,296098,270818,126829,22422,35898,11893,4098,1998-06-26,-33.8688,151.2093
11381,USA,Raccoon_City,86133,74530,40491,6746,9794,8451,4222,1998-07-06,38.8333,-97.5333
11382,Japan,Hokkaido,11857,7096,3639,186,506,293,654,1998-12-17,0.8748241824825881,-0.4771821068560608
11383,Brazil,Amazon_Region,38487,4301,3153,295,642,82,193,1998-12-30,-1.93727713348161,-3.219104847382798
11384,Australia,Melbourne,8231939,6981301,3204491,623385,889669,843727,348222,1999-02-10,2.2429425392786246,-0.2182463403309512
11385,Russia,Moscow,150463,17686,10065,1132,3020,360,673,1998-08-29,-3.1270639264667555,0.5501745696793509
11386,Taiwan,Taichung_City,4604,2289,1246,60,364,35,298,1998-06-23,-2.604738557508256,7.177168990234618
11387,Russia,Saint_Petersburg,613225,11806,5627,371,1995,467,1109,1999-02-12,1.7025554541757133,0.217036944873728
11388,Germany,Munich,139439,20594,10851,608,3465,2417,1026,1999-02-02,1.3304192527089729,0.9162062377984492
11389,Japan,Hokkaido,146983,78780,54863,2665,6635,9884,3977,1999-05-27,0.8748241824825881,-0.4771821068560608
11390,Taiwan,Hualien_County,100965,245,177,19,48,26,164,1999-04-30,2.595969444828932,-2.4187338956450457
11391,Antarctica,Rockfort_Island,16420,2375,1284,176,347,253,321,1998-07-05,-67.6167,62.8667
11392,Canada,Toronto,43262,9103,5036,542,1057,527,1121,1999-01-25,-2.097557183413056,-0.6387742714220199
11393,Canada,Vancouver,13110261,545018,360144,12257,74625,12918,13314,1999-05-24,1.763269541791821,-1.335127450431743
11394,France,Lyon,965061,531854,329068,30699,30090,69795,13723,1998-05-13,0.1225354025007818,2.243434500939372
11395,Canada,Toronto,654176,474904,283998,5464,67788,21705,21308,1999-04-08,-2.097557183413056,-0.6387742714220199
11396,UK,Edinburgh,111175,4071,2920,64,409,138,370,1998-09-01,0.6060610566215301,-4.154607930958573
11397,Japan,Osaka,197675,78285,59611,881,5618,6093,2060,1998-07-16,1.5102506162201896,-3.245233909150882
11398,UK,Birmingham,4797744,2475874,1328752,212021,314210,64211,113085,1999-04-04,-2.8500477535126296,3.283220170509705
11399,Brazil,Brasilia,205393,102017,42086,5973,18966,11769,2381,1998-05-24,-0.4958311887247957,4.486676700154028
11400,France,Paris_District,283930,130943,72169,11795,19732,4849,4653,1998-06-04,1.1184999132560782,0.2466954433440331
11401,France,Lyon,489732,44900,23555,3088,4720,3354,2070,1999-03-20,0.1225354025007818,2.243434500939372
11402,Canada,Vancouver,14386,3411,2264,276,494,176,965,1998-07-13,1.763269541791821,-1.335127450431743
11403,Taiwan,Hualien_County,126497,111498,80117,1756,16771,9971,5614,1999-02-14,2.595969444828932,-2.4187338956450457
11404,Brazil,Brasilia,14374,2513,1320,210,199,115,664,1999-02-14,-0.4958311887247957,4.486676700154028
11405,Germany,Hamburg,1133,844,364,52,119,28,311,1998-05-19,-3.9938192044018974,-2.733540311293427
11406,Japan,Okinawa,8767,1231,674,51,80,57,756,1999-01-14,-0.7058126639679835,7.705785461881211
11407,Japan,Okinawa,149755,105521,62749,4495,15483,15345,3263,1998-08-24,-0.7058126639679835,7.705785461881211
11408,Australia,Sydney,2294337,1480330,755119,141087,282723,71150,68792,1999-02-16,-33.8688,151.2093
11409,Russia,Saint_Petersburg,326981,308213,166427,29312,37034,9523,6264,1999-01-15,1.7025554541757133,0.217036944873728
11410,Canada,Toronto,416391,61165,37987,4447,11273,8627,3224,1999-05-13,-2.097557183413056,-0.6387742714220199
11411,Australia,Perth,1248598,328263,228021,26744,44208,45908,9162,1998-10-01,-2.3821152566781127,0.315955519096403
11412,Germany,Hamburg,6719759,5380501,3339712,416241,895558,337273,209414,1998-11-19,-3.9938192044018974,-2.733540311293427
11413,France,Lyon,722987,382928,215437,30722,30373,32090,7549,1998-09-08,0.1225354025007818,2.243434500939372
11414,USA,California,37224,11678,8818,868,2215,734,497,1998-09-05,-3.768367786224215,-7.269105964257913
11415,Germany,Frankfurt,148047,21291,14699,354,1785,425,1128,1999-01-20,-4.724921723598893,2.452041664770111
11416,Germany,Frankfurt,2714680,1439017,1069222,95547,215744,207925,16160,1999-02-26,-4.724921723598893,2.452041664770111
11417,Taiwan,Taichung_City,669947,307510,208190,19279,45280,19376,7212,1999-01-25,-2.604738557508256,7.177168990234618
11418,Taiwan,Kaohsiung_City,36084,8474,4556,361,1301,1135,1047,1998-05-03,-1.4187478369460782,0.4236305691145081
11419,Taiwan,Hualien_County,299623,179084,108460,5831,28006,6537,5970,1999-01-13,2.595969444828932,-2.4187338956450457
11420,Taiwan,Taipei_City,2474389,1605420,1122361,113917,177994,140560,27526,1999-04-07,1.6582573663341151,2.124440670053682
11421,Russia,Siberia_Zone,1247531,657442,497469,6677,94732,30107,12580,1998-08-08,61.0137,99.1967
11422,Canada,Ottawa,706224,446921,285333,23924,52021,29272,10840,1999-05-29,1.480608918212311,-1.9217980547608868
11423,Antarctica,Base_Omega,21329,5194,3447,89,340,626,179,1999-05-02,1.3325999520384384,-2.381827186590709
11424,Japan,Osaka,23150,19895,14749,363,1468,1306,318,1998-06-22,1.5102506162201896,-3.245233909150882
11425,Canada,Toronto,203885,10456,5934,575,923,1519,797,1998-10-13,-2.097557183413056,-0.6387742714220199
11426,Canada,Ottawa,6823092,1110125,634909,82120,178012,162945,45317,1998-09-26,1.480608918212311,-1.9217980547608868
11427,Japan,Tokyo,525571,111504,85998,6423,9753,4286,4037,1998-10-10,35.6895,139.6917
11428,Taiwan,Taichung_City,168455,152575,113816,8714,27889,19347,5496,1998-07-22,-2.604738557508256,7.177168990234618
11429,Canada,Montreal,45552,12440,7804,210,2341,1841,1551,1998-05-22,3.577033218814007,0.0643706388332788
11430,Russia,Vladivostok,787477,697168,552512,51637,95706,11248,27284,1998-05-20,43.1155,131.8853
11431,Taiwan,Taichung_City,1727632,783540,616523,21268,148603,106711,12025,1999-04-21,-2.604738557508256,7.177168990234618
11432,Russia,Moscow,83778,57165,36683,2789,3689,3633,2198,1998-11-27,-3.1270639264667555,0.5501745696793509
11433,Australia,Perth,106352,28148,14888,2311,1986,1584,1041,1999-05-01,-2.3821152566781127,0.315955519096403
11434,Antarctica,Rockfort_Island,58840,39327,18219,3844,5537,1188,2766,1999-03-20,-67.6167,62.8667
11435,Canada,Vancouver,18582,15366,8821,1028,942,467,1092,1999-04-17,1.763269541791821,-1.335127450431743
11436,Antarctica,Base_Echo,7074,3882,2759,227,657,105,406,1998-05-08,-2.0507635900375054,3.689084456104984
11437,UK,Edinburgh,765908,664254,360853,45477,53500,89302,24499,1999-03-03,0.6060610566215301,-4.154607930958573
11438,Russia,Moscow,12255,4534,2339,288,825,406,1116,1998-10-01,-3.1270639264667555,0.5501745696793509
11439,Australia,Brisbane,1006200,593237,399537,49605,48499,21779,23640,1998-06-20,-0.8665823898368763,9.314114221014716
11440,Brazil,Rio_de_Janeiro,2266,601,385,56,73,41,117,1999-01-01,1.69863980297128,-0.1445188229842225
11441,Brazil,Rio_de_Janeiro,625607,88764,58357,2783,4824,2053,2032,1998-10-01,1.69863980297128,-0.1445188229842225
11442,Australia,Sydney,70275,10888,4578,342,1823,561,587,1999-01-01,-33.8688,151.2093
11443,France,Lyon,315931,133445,77235,12624,10361,13829,3204,1999-02-27,0.1225354025007818,2.243434500939372
11444,France,Paris_District,97650,86956,62995,4605,15186,2012,1945,1998-06-12,1.1184999132560782,0.2466954433440331
11445,Taiwan,Taichung_City,66025,18686,14834,1460,1960,1846,1009,1999-05-28,-2.604738557508256,7.177168990234618
11446,France,Marseille,17686,1588,711,76,95,67,101,1998-10-10,3.0758159318117744,0.8224238495790386
11447,Brazil,Sao_Paulo,150698,64009,44112,5178,10634,4704,1517,1998-09-24,-23.5505,-46.6333
11448,France,Paris_District,3443082,468335,250628,9293,36558,69393,6958,1999-04-01,1.1184999132560782,0.2466954433440331
11449,UK,Edinburgh,703453,140995,78927,1554,11269,2582,7525,1998-10-03,0.6060610566215301,-4.154607930958573
11450,Brazil,Sao_Paulo,15979,13839,8732,692,1989,1702,868,1998-05-03,-23.5505,-46.6333
11451,Russia,Moscow,88252,53915,24763,920,3256,3173,881,1998-09-23,-3.1270639264667555,0.5501745696793509
11452,Germany,Berlin,73058,36148,16181,3603,6430,2719,1689,1999-01-24,52.52,13.405
11453,France,Marseille,474338,101601,48107,5290,12490,11916,5818,1998-12-30,3.0758159318117744,0.8224238495790386
11454,France,Bordeaux,7994,716,320,20,138,39,269,1999-02-20,1.1704801824038549,-1.967857959836668
11455,Canada,Toronto,1297445,1161492,474894,105627,194974,11678,30399,1999-02-19,-2.097557183413056,-0.6387742714220199
11456,Japan,Tokyo,41801174,21292944,16417352,1799151,3704993,1796529,752419,1999-03-10,35.6895,139.6917
11457,UK,Birmingham,224010,27873,21587,2329,5176,1107,1257,1998-06-26,-2.8500477535126296,3.283220170509705
11458,Brazil,Sao_Paulo,103664,45531,19843,1261,5544,1007,1903,1999-02-04,-23.5505,-46.6333
11459,Brazil,Sao_Paulo,1346353,786735,623831,75393,143955,108337,38643,1998-08-27,-23.5505,-46.6333
11460,Antarctica,Rockfort_Island,19689,12866,7551,421,1509,427,1440,1998-05-22,-67.6167,62.8667
11461,USA,Texas,1898950,166247,69695,7368,20928,15510,6138,1998-06-20,-0.3616082962495004,-1.7712103761382976
11462,Japan,Akita_Pref,25780,17303,13050,863,2208,576,1652,1998-11-28,-2.265945629067376,2.5379745781799965
11463,France,Marseille,36030316,26576028,17846537,2149726,5104272,2895789,571474,1998-12-02,3.0758159318117744,0.8224238495790386
11464,Australia,Perth,4133,1445,1127,44,243,63,630,1998-07-15,-2.3821152566781127,0.315955519096403
11465,Canada,Vancouver,41337,26300,19881,2371,2860,3530,692,1998-11-20,1.763269541791821,-1.335127450431743
11466,Antarctica,Base_Echo,368803,34907,20992,632,4045,4227,1656,1998-10-13,-2.0507635900375054,3.689084456104984
11467,Antarctica,Rockfort_Island,688042,649725,322116,64319,69581,94887,31369,1999-05-18,-67.6167,62.8667
11468,Russia,Saint_Petersburg,61095,4244,2468,409,575,289,1151,1998-06-30,1.7025554541757133,0.217036944873728
11469,Canada,Ottawa,2040527,395094,164559,17663,72121,50479,18515,1999-03-01,1.480608918212311,-1.9217980547608868
11470,France,Marseille,19900,14350,8923,1267,2568,1176,456,1999-02-03,3.0758159318117744,0.8224238495790386
11471,USA,New_York,18631,16990,8592,1454,2393,261,1197,1999-01-15,40.7128,-74.006
11472,Germany,Munich,12254,2975,2168,201,410,54,933,1998-07-15,1.3304192527089729,0.9162062377984492
11473,Brazil,Brasilia,248978,23525,9871,1800,3646,275,742,1998-11-25,-0.4958311887247957,4.486676700154028
11474,Russia,Moscow,123315,16661,11131,1512,1917,1821,1174,1998-06-06,-3.1270639264667555,0.5501745696793509
11475,Japan,Tokyo,14883,9664,6777,659,903,1307,1131,1998-08-01,35.6895,139.6917
11476,France,Paris_District,228937,111058,83059,7771,13102,16165,3810,1998-09-11,1.1184999132560782,0.2466954433440331
11477,Antarctica,Base_Echo,16501,13846,8214,387,1035,1406,855,1998-12-25,-2.0507635900375054,3.689084456104984
11478,UK,London_City,285444,27601,14832,1452,3162,1711,1535,1998-09-13,51.5074,-0.1278
11479,Australia,Melbourne,1044285,497970,316138,6106,69328,24925,10506,1998-12-09,2.2429425392786246,-0.2182463403309512
11480,Canada,Vancouver,19230,11197,5551,243,838,762,1217,1998-09-25,1.763269541791821,-1.335127450431743
11481,USA,California,73955,60614,37798,4654,4357,4422,1926,1999-01-07,-3.768367786224215,-7.269105964257913
11482,Germany,Berlin,3505009,1845358,1386261,119160,183409,231434,30603,1998-07-18,52.52,13.405
11483,Taiwan,Taipei_City,64522,11241,8572,581,1531,1645,1509,1998-12-30,1.6582573663341151,2.124440670053682
11484,Antarctica,Base_Omega,55965,47261,28610,1026,5847,4713,1740,1999-03-14,1.3325999520384384,-2.381827186590709
11485,Australia,Melbourne,17436526,14343459,8753575,1188215,2663892,1300662,159830,1999-05-02,2.2429425392786246,-0.2182463403309512
11486,France,Lyon,1305073,1082801,468065,39553,147161,12578,46277,1998-08-28,0.1225354025007818,2.243434500939372
11487,Germany,Frankfurt,74253,41432,21339,3388,2949,5832,935,1999-03-05,-4.724921723598893,2.452041664770111
11488,Antarctica,Base_Omega,573380,524753,351529,46254,59764,25669,7558,1998-08-30,1.3325999520384384,-2.381827186590709
11489,Australia,Sydney,1844,974,755,45,174,136,780,1998-11-28,-33.8688,151.2093
11490,Australia,Brisbane,42542,6044,3379,309,1181,426,723,1999-02-08,-0.8665823898368763,9.314114221014716
11491,Brazil,Brasilia,88251,33544,20494,1432,5446,2927,740,1999-01-09,-0.4958311887247957,4.486676700154028
11492,Australia,Brisbane,58473,45832,34246,2942,2992,5751,2681,1998-05-18,-0.8665823898368763,9.314114221014716
11493,UK,London_City,34720,32271,15147,1570,5300,2294,1711,1999-01-18,51.5074,-0.1278
11494,Germany,Munich,510865,403347,308386,22643,51036,18449,6204,1999-02-01,1.3304192527089729,0.9162062377984492
11495,France,Marseille,87783,30347,18243,2707,4188,882,1406,1998-06-10,3.0758159318117744,0.8224238495790386
11496,France,Bordeaux,121939,1254,617,26,217,38,114,1999-04-29,1.1704801824038549,-1.967857959836668
11497,UK,Birmingham,76438,13002,9149,130,1953,1188,1249,1999-05-29,-2.8500477535126296,3.283220170509705
11498,Japan,Osaka,61221,2209,915,220,249,153,860,1998-05-31,1.5102506162201896,-3.245233909150882
11499,Germany,Munich,577471,450953,180608,40289,24991,55407,17492,1999-02-22,1.3304192527089729,0.9162062377984492
11500,Australia,Melbourne,609185,177811,98550,4330,18858,19066,4964,1999-03-11,2.2429425392786246,-0.2182463403309512
11501,USA,California,743478,491166,365813,30270,36840,27053,22779,1998-08-26,-3.768367786224215,-7.269105964257913
11502,Russia,Vladivostok,163044,63381,30954,2448,8263,5198,1827,1999-04-25,43.1155,131.8853
11503,Germany,Berlin,162200,42157,21030,986,2728,2991,2318,1998-12-20,52.52,13.405
11504,Taiwan,Taichung_City,84662,42230,28751,2981,6148,2853,1464,1998-06-12,-2.604738557508256,7.177168990234618
11505,USA,Raccoon_City,866375,403099,212677,39787,40898,13333,16859,1998-12-14,38.8333,-97.5333
11506,UK,Birmingham,34249,26785,18284,1179,2713,1575,1820,1999-05-21,-2.8500477535126296,3.283220170509705
11507,Australia,Melbourne,202475,133981,76330,13328,22018,8514,7407,1998-09-11,2.2429425392786246,-0.2182463403309512
11508,Japan,Akita_Pref,135349,40008,24168,1682,6899,4871,1085,1999-03-29,-2.265945629067376,2.5379745781799965
11509,Taiwan,Hualien_County,21139,16192,9336,1217,2431,2103,656,1998-10-04,2.595969444828932,-2.4187338956450457
11510,Japan,Tokyo,95720,54425,36712,2732,6811,894,2834,1998-11-22,35.6895,139.6917
11511,Japan,Osaka,93143,30109,18060,898,5647,1206,1024,1998-07-28,1.5102506162201896,-3.245233909150882
11512,Canada,Montreal,1099009,846409,609115,10753,122524,26673,36490,1998-08-07,3.577033218814007,0.0643706388332788
11513,Antarctica,Base_Echo,273231,96250,60904,3180,12310,4344,1948,1998-06-06,-2.0507635900375054,3.689084456104984
11514,Antarctica,Base_Echo,700107,35814,26120,3015,1835,5124,2010,1999-05-09,-2.0507635900375054,3.689084456104984
11515,Brazil,Brasilia,8040,6713,4268,236,947,132,1268,1999-05-26,-0.4958311887247957,4.486676700154028
11516,Taiwan,Taipei_City,26822,11345,6899,1001,1283,632,984,1999-05-27,1.6582573663341151,2.124440670053682
11517,Russia,Siberia_Zone,1880752,577614,311625,48056,47400,48235,7383,1998-11-15,61.0137,99.1967
11518,Brazil,Brasilia,29985,26026,16680,2073,3180,3789,716,1999-04-21,-0.4958311887247957,4.486676700154028
11519,Taiwan,Taichung_City,218231,52376,33668,3377,9537,7289,1518,1998-06-24,-2.604738557508256,7.177168990234618
11520,Japan,Okinawa,48862,45035,20192,1164,4853,5233,1351,1998-08-13,-0.7058126639679835,7.705785461881211
11521,Brazil,Rio_de_Janeiro,790037,22189,9951,1103,1265,397,642,1998-12-29,1.69863980297128,-0.1445188229842225
11522,Taiwan,Tainan_City,83399,53088,24120,4338,9982,5675,1157,1998-07-13,-1.3817801379542258,-6.823508848071515
11523,Russia,Siberia_Zone,127175,7330,4090,231,1254,374,1054,1999-03-10,61.0137,99.1967
11524,USA,New_York,33267,2902,2191,220,460,168,900,1998-08-12,40.7128,-74.006
11525,Germany,Hamburg,70203,64079,48777,6147,10049,5433,2093,1998-12-07,-3.9938192044018974,-2.733540311293427
11526,Australia,Melbourne,891510,779545,422014,75878,41681,112624,35224,1998-05-16,2.2429425392786246,-0.2182463403309512
11527,Taiwan,Taipei_City,143777,115277,59051,8298,10448,8411,5657,1998-05-29,1.6582573663341151,2.124440670053682
11528,Russia,Vladivostok,20187,13027,5419,774,2298,1537,780,1999-01-19,43.1155,131.8853
11529,Germany,Frankfurt,716541,318099,157598,22845,62140,38012,16175,1999-04-21,-4.724921723598893,2.452041664770111
11530,Brazil,Sao_Paulo,37050,23879,12934,1454,4312,3347,1254,1999-05-14,-23.5505,-46.6333
11531,Taiwan,Tainan_City,263243,139486,107828,13586,13782,18400,6808,1998-10-30,-1.3817801379542258,-6.823508848071515
11532,Taiwan,Taichung_City,82679,66947,29700,6657,8993,2402,3910,1998-06-21,-2.604738557508256,7.177168990234618
11533,UK,Manchester,1436552,1015019,434075,11724,114820,30691,41870,1999-04-12,-0.1633074596956526,5.456915438611025
11534,Taiwan,Tainan_City,2982562,1930488,944054,108844,349891,54974,31854,1999-03-29,-1.3817801379542258,-6.823508848071515
11535,Australia,Brisbane,187082,34495,24888,2870,4551,3193,1342,1998-08-14,-0.8665823898368763,9.314114221014716
11536,Antarctica,Rockfort_Island,1046,655,402,28,42,86,112,1998-05-25,-67.6167,62.8667
11537,UK,Birmingham,92727,42900,27358,1657,6269,6195,1321,1998-07-31,-2.8500477535126296,3.283220170509705
11538,Germany,Hamburg,61199,45245,26057,1746,5582,1566,2713,1999-03-25,-3.9938192044018974,-2.733540311293427
11539,Brazil,Sao_Paulo,129014,55795,38674,2733,10976,6246,1404,1999-05-12,-23.5505,-46.6333
11540,Antarctica,Rockfort_Island,876161,414790,268342,33358,36883,50275,18010,1998-05-26,-67.6167,62.8667
11541,Brazil,Brasilia,55503,21920,11438,2140,1721,1504,360,1998-07-29,-0.4958311887247957,4.486676700154028
11542,France,Paris_District,129451,121035,87050,6815,13915,6578,2108,1998-10-22,1.1184999132560782,0.2466954433440331
11543,France,Bordeaux,307005,173284,88250,12971,16080,17907,6891,1999-04-07,1.1704801824038549,-1.967857959836668
11544,Germany,Frankfurt,425559,368496,289740,32392,40040,21207,6135,1999-05-20,-4.724921723598893,2.452041664770111
11545,Canada,Vancouver,323984,268373,200773,22887,43915,10127,4500,1998-05-30,1.763269541791821,-1.335127450431743
11546,Russia,Saint_Petersburg,30608,21896,13389,2065,2769,2293,1338,1998-05-14,1.7025554541757133,0.217036944873728
11547,Canada,Ottawa,1304269,625759,486250,38789,37911,12520,12903,1998-09-07,1.480608918212311,-1.9217980547608868
11548,Russia,Siberia_Zone,246745,126332,55033,9584,16634,12345,3037,1998-09-08,61.0137,99.1967
11549,UK,London_City,4456,3955,1859,220,343,385,802,1998-05-06,51.5074,-0.1278
11550,Germany,Munich,20065,4412,3171,176,826,172,187,1998-11-27,1.3304192527089729,0.9162062377984492
11551,Russia,Moscow,124673,92858,56452,7689,5146,9784,1720,1998-09-26,-3.1270639264667555,0.5501745696793509
11552,France,Lyon,347433,98410,66864,1956,17106,9845,5099,1999-01-31,0.1225354025007818,2.243434500939372
11553,France,Marseille,818996,46150,26400,800,4395,4426,1530,1998-09-26,3.0758159318117744,0.8224238495790386
11554,Japan,Tokyo,4797090,1802513,1012329,56420,139179,143837,62325,1998-06-09,35.6895,139.6917
11555,Russia,Saint_Petersburg,134498,66812,48906,2299,10407,1541,2716,1998-11-12,1.7025554541757133,0.217036944873728
11556,Germany,Munich,181248,22862,16260,1331,3189,487,1642,1999-05-06,1.3304192527089729,0.9162062377984492
11557,Antarctica,Base_Omega,14521,10310,5185,110,1131,1445,928,1998-09-01,1.3325999520384384,-2.381827186590709
11558,USA,Illinois,242593,171125,95141,11139,32468,19256,4685,1998-07-10,-0.1071992535331094,-2.5699940756529567
11559,UK,Edinburgh,331133,229941,155506,2367,18343,31667,8654,1998-11-15,0.6060610566215301,-4.154607930958573
11560,Taiwan,Taichung_City,963095,294336,173305,3092,48296,23343,7657,1998-06-02,-2.604738557508256,7.177168990234618
11561,Taiwan,Taipei_City,941045,445499,219787,11567,24032,10834,15745,1999-03-03,1.6582573663341151,2.124440670053682
11562,Russia,Siberia_Zone,286810,47617,28265,3941,5694,2964,2320,1998-07-29,61.0137,99.1967
11563,Antarctica,Base_Omega,334607,139409,74784,5429,22252,3619,5577,1998-07-29,1.3325999520384384,-2.381827186590709
11564,Canada,Toronto,242478,220070,114828,15330,28371,31323,6604,1999-05-08,-2.097557183413056,-0.6387742714220199
11565,UK,Edinburgh,128823,37109,15326,722,5028,950,2113,1999-03-31,0.6060610566215301,-4.154607930958573
11566,Brazil,Amazon_Region,328626,15588,10413,1360,2199,2285,942,1999-01-31,-1.93727713348161,-3.219104847382798
11567,Antarctica,Base_Echo,64253,19112,13249,1592,1408,1291,775,1999-01-30,-2.0507635900375054,3.689084456104984
11568,Australia,Sydney,14243,11302,5689,643,1463,738,1418,1998-11-15,-33.8688,151.2093
11569,Taiwan,Taipei_City,34423,29657,23454,1615,2220,2877,1585,1998-06-25,1.6582573663341151,2.124440670053682
11570,France,Marseille,229995,2312,1834,168,334,42,655,1998-12-23,3.0758159318117744,0.8224238495790386
11571,UK,Manchester,433803,198165,153707,3078,13486,24244,5192,1998-05-01,-0.1633074596956526,5.456915438611025
11572,Canada,Toronto,1128018,1016076,459203,14584,52525,28773,42119,1998-10-14,-2.097557183413056,-0.6387742714220199
11573,Germany,Frankfurt,15442953,1857492,1400990,21124,115624,227437,90691,1998-06-06,-4.724921723598893,2.452041664770111
11574,Antarctica,Base_Omega,353546,21364,11365,1255,1202,2860,1000,1999-01-29,1.3325999520384384,-2.381827186590709
11575,Canada,Ottawa,22554,16248,7499,774,3145,2161,1537,1998-07-18,1.480608918212311,-1.9217980547608868
11576,UK,Birmingham,62465,38003,24048,3637,4282,725,1469,1998-12-28,-2.8500477535126296,3.283220170509705
11577,Brazil,Brasilia,1814513,1243681,552143,116267,123315,35041,42598,1998-09-11,-0.4958311887247957,4.486676700154028
11578,Taiwan,Taichung_City,1082480,280324,154697,3889,53057,13617,9816,1999-01-07,-2.604738557508256,7.177168990234618
11579,Antarctica,Rockfort_Island,309826,118901,58904,1266,23243,4361,4505,1999-04-22,-67.6167,62.8667
11580,France,Lyon,19786,10790,6617,323,2093,245,925,1998-05-22,0.1225354025007818,2.243434500939372
11581,USA,Raccoon_City,701552,507448,320502,13445,76444,74518,16933,1999-01-22,38.8333,-97.5333
11582,Germany,Frankfurt,154278,46813,30805,2861,5876,2377,2380,1998-12-04,-4.724921723598893,2.452041664770111
11583,Antarctica,Rockfort_Island,272184,105006,60855,6703,19146,6624,2864,1998-07-11,-67.6167,62.8667
11584,France,Bordeaux,10466719,5338781,2939674,417893,640085,663228,122708,1998-05-09,1.1704801824038549,-1.967857959836668
11585,Brazil,Brasilia,87062,606,364,41,96,73,166,1999-05-22,-0.4958311887247957,4.486676700154028
11586,Australia,Brisbane,5067,4077,2280,343,773,269,860,1998-09-12,-0.8665823898368763,9.314114221014716
11587,Brazil,Amazon_Region,804129,476982,374121,18205,33142,33259,16212,1998-11-11,-1.93727713348161,-3.219104847382798
