id,country,admin_region,latitude,longitude,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date
17759,Brazil,Sao_Paulo,-23.5505,-46.6333,1121173,133350,58450,11790,20665,13689,6512,1999-02-07
17760,USA,Texas,-0.36160829624950047,-1.7712103761382976,206655,100721,56061,6987,9735,5503,2439,1999-05-28
17761,Canada,Montreal,3.577033218814007,0.06437063883327881,59975,27844,18407,1118,4398,2340,938,1999-04-14
17762,Russia,Moscow,-3.1270639264667555,0.5501745696793509,217693,84221,36564,4385,10317,1256,4529,1998-12-06
17763,UK,Edinburgh,0.6060610566215301,-4.154607930958573,34153,17269,12944,1628,1242,1658,780,1999-01-27
17764,Germany,Frankfurt,-4.724921723598893,2.452041664770111,55146,26218,17013,1642,4129,3022,985,1998-11-16
17765,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,71254,39606,19728,1737,7071,3321,1078,1999-05-02
17766,France,Paris_District,1.1184999132560782,0.24669544334403318,1311967,1205330,762346,118472,153581,69011,33047,1998-08-21
17767,Brazil,Sao_Paulo,-23.5505,-46.6333,604484,405880,289043,5745,26998,9960,8203,1998-05-13
17768,France,Bordeaux,1.1704801824038547,-1.9678579598366681,14441,11871,7022,568,1970,486,1050,1998-06-29
17769,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,103472,48951,26166,1461,4553,2125,1940,1999-03-31
17770,UK,London_City,51.5074,-0.1278,22416,14752,11271,571,860,1035,353,1998-11-04
17771,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,43907,2745,1598,38,264,30,406,1999-05-28
17772,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,76984,59518,37180,3425,3085,5052,3558,1999-05-11
17773,Russia,Siberia_Zone,61.0137,99.1967,364412,327588,235276,4474,32226,7046,6806,1999-05-16
17774,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,353032,326639,192529,15042,18063,23916,13928,1999-04-29
17775,Russia,Siberia_Zone,61.0137,99.1967,12883,2275,1043,199,256,266,528,1999-02-12
17776,USA,Illinois,-0.1071992535331094,-2.5699940756529567,14481,13270,8620,1186,2256,1427,913,1998-06-24
17777,USA,California,-3.768367786224215,-7.269105964257913,73297,37808,17030,3122,1963,2402,2056,1998-12-29
17778,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,340495,276332,146116,20671,51029,18566,7614,1998-09-30
17779,Germany,Frankfurt,-4.724921723598893,2.452041664770111,175018,124730,55582,11133,14748,16750,4004,1998-10-16
17780,France,Lyon,0.12253540250078182,2.243434500939372,4239,3650,2808,65,335,53,566,1999-02-06
17781,Germany,Frankfurt,-4.724921723598893,2.452041664770111,532384,311163,133538,21201,38497,16987,14610,1998-08-17
17782,Germany,Frankfurt,-4.724921723598893,2.452041664770111,7419,2306,1457,88,456,86,1012,1999-05-19
17783,USA,New_York,40.7128,-74.006,534006,385825,304165,5404,51835,48009,16528,1999-04-03
17784,France,Bordeaux,1.1704801824038547,-1.9678579598366681,807027,221018,115868,5525,30818,31594,8852,1998-06-05
17785,Australia,Brisbane,-0.8665823898368763,9.314114221014716,8948289,2271072,1553194,38903,132648,238758,112418,1998-11-28
17786,UK,Edinburgh,0.6060610566215301,-4.154607930958573,531290,86757,53479,2035,16344,5736,2246,1999-04-18
17787,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,13044592,970276,492603,78404,85120,131462,36636,1999-04-05
17788,USA,New_York,40.7128,-74.006,8798708,6727821,4802576,519863,1305919,800248,190387,1998-09-08
17789,Japan,Osaka,1.5102506162201896,-3.245233909150882,153622,44205,18269,604,3048,4729,1255,1998-06-28
17790,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,126926,48098,24144,3282,2842,3245,2414,1998-10-09
17791,UK,Edinburgh,0.6060610566215301,-4.154607930958573,10462476,7704670,3395930,275851,1006259,532539,124323,1999-01-17
17792,Russia,Vladivostok,43.1155,131.8853,2181525,76027,55296,5297,5174,2396,3072,1998-10-06
17793,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,7598790,2392217,1346221,37399,441386,184047,112186,1998-12-13
17794,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,189625,165942,72093,11816,24930,9045,5105,1998-10-07
17795,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,23412,4536,3575,297,697,660,784,1999-02-22
17796,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,79462,6375,3580,72,788,613,459,1999-03-09
17797,Germany,Frankfurt,-4.724921723598893,2.452041664770111,187446,172863,73918,9113,21976,2286,2922,1999-03-25
17798,Russia,Siberia_Zone,61.0137,99.1967,64941,41634,22918,1964,8010,5001,1495,1998-06-15
17799,UK,Manchester,-0.16330745969565263,5.456915438611025,7164,5568,3039,166,925,454,797,1999-05-03
17800,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,157899,24564,11115,1199,4578,1842,804,1999-04-09
17801,Australia,Sydney,-33.8688,151.2093,372895,4381,3016,313,680,418,906,1999-03-08
17802,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,10078,5374,3968,480,877,449,1109,1998-08-31
17803,UK,Edinburgh,0.6060610566215301,-4.154607930958573,431754,270838,197367,19736,18808,21030,6993,1998-11-30
17804,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,86627,18482,9520,270,3474,1840,1078,1998-10-05
17805,Canada,Ottawa,1.480608918212311,-1.9217980547608868,441844,8361,3802,634,807,165,1133,1998-10-11
17806,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,5707272,5254850,4003442,190981,787429,367425,164162,1999-02-06
17807,Germany,Munich,1.3304192527089729,0.9162062377984493,16667,5804,3179,245,710,403,552,1998-06-19
17808,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,4659,3181,2227,224,229,282,880,1998-09-07
17809,USA,New_York,40.7128,-74.006,321648,144342,73307,3513,10436,4120,5002,1999-04-27
17810,UK,Edinburgh,0.6060610566215301,-4.154607930958573,85066,20823,11579,367,2706,2128,1238,1999-04-29
17811,USA,California,-3.768367786224215,-7.269105964257913,499764,452728,223389,14763,71972,15095,5757,1999-01-18
17812,Japan,Osaka,1.5102506162201896,-3.245233909150882,41940,21956,12707,2009,3810,2528,806,1998-10-02
17813,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,782780,253567,104879,12929,46278,22980,5324,1999-04-01
17814,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,33562,23490,12235,1602,1610,725,591,1999-03-01
17815,Canada,Montreal,3.577033218814007,0.06437063883327881,142030,83865,36780,3826,11137,4631,1567,1998-06-15
17816,UK,London_City,51.5074,-0.1278,446984,299021,194605,24052,18689,3845,7123,1999-01-03
17817,UK,Edinburgh,0.6060610566215301,-4.154607930958573,151615,119610,52482,6543,8408,15395,5905,1998-12-07
17818,Canada,Ottawa,1.480608918212311,-1.9217980547608868,1376070,213574,127851,9830,22884,18292,9928,1998-11-29
17819,Australia,Brisbane,-0.8665823898368763,9.314114221014716,1988573,117541,82721,2130,10475,13080,2810,1999-03-17
17820,Russia,Vladivostok,43.1155,131.8853,702385,309169,157292,14445,50240,37085,13985,1998-05-02
17821,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,691108,15385,8171,1246,1187,453,357,1998-11-22
17822,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,183037,36621,23569,2780,5929,3739,1147,1998-12-16
17823,UK,Edinburgh,0.6060610566215301,-4.154607930958573,18324,2898,1322,238,481,138,359,1999-03-31
17824,UK,Edinburgh,0.6060610566215301,-4.154607930958573,1891789,1375927,710868,41643,93373,193055,45138,1998-11-08
17825,Canada,Ottawa,1.480608918212311,-1.9217980547608868,2619,1949,1455,188,152,155,480,1999-03-16
17826,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,2132,271,193,19,30,2,609,1999-04-21
17827,Canada,Vancouver,1.763269541791821,-1.335127450431743,178714,53063,26389,4041,4837,2899,2270,1999-01-08
17828,Canada,Montreal,3.577033218814007,0.06437063883327881,50673,34194,23354,443,4805,3535,1634,1999-03-12
17829,Germany,Munich,1.3304192527089729,0.9162062377984493,172566,33409,15279,889,6675,532,1941,1998-07-28
17830,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,36775,12176,6943,780,1513,124,583,1999-05-28
17831,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,489560,171116,77877,5841,29560,7372,3794,1998-05-15
17832,Australia,Sydney,-33.8688,151.2093,64108,4439,2561,325,524,93,168,1998-10-12
17833,Canada,Ottawa,1.480608918212311,-1.9217980547608868,112449,21283,9030,1661,3218,2868,1792,1999-01-17
17834,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,74660,15369,11474,442,975,1174,578,1998-06-14
17835,Australia,Perth,-2.3821152566781127,0.315955519096403,4830550,3352082,2259648,142398,519996,186402,55185,1999-03-28
17836,France,Marseille,3.0758159318117744,0.8224238495790386,8327,2285,1248,212,245,179,571,1998-10-27
17837,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,3125009,2205190,1226993,205317,241465,121696,99485,1998-08-14
17838,UK,Manchester,-0.16330745969565263,5.456915438611025,20915,10274,7873,1018,640,1147,981,1999-03-18
17839,France,Marseille,3.0758159318117744,0.8224238495790386,11785,914,704,82,122,116,637,1998-09-25
17840,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,44886,9360,6328,132,1663,812,656,1998-11-06
17841,Australia,Brisbane,-0.8665823898368763,9.314114221014716,61978,2702,1604,203,143,43,500,1998-09-06
17842,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,434437,398541,251420,17852,40734,16121,17105,1999-04-13
17843,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,15776,12381,6913,750,972,943,1025,1998-11-21
17844,Germany,Berlin,52.52,13.405,37163,9505,4340,655,605,420,1024,1998-05-30
17845,UK,Manchester,-0.16330745969565263,5.456915438611025,1878316,629456,380143,38623,124688,16799,19315,1998-05-10
17846,France,Marseille,3.0758159318117744,0.8224238495790386,123432,83238,61822,2106,14349,9120,3067,1998-08-17
17847,Canada,Vancouver,1.763269541791821,-1.335127450431743,19235,8350,4129,166,715,1017,667,1998-09-27
17848,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,2569164,1465631,862593,42086,130256,131789,46450,1999-02-09
17849,Antarctica,Rockfort_Island,-67.6167,62.8667,52239,1361,708,48,231,97,903,1999-03-21
17850,Russia,Vladivostok,43.1155,131.8853,15422,13548,7709,1033,1511,311,1015,1999-05-27
17851,UK,Birmingham,-2.8500477535126296,3.2832201705097055,9929,2445,978,107,454,300,504,1998-09-16
17852,Japan,Tokyo,35.6895,139.6917,193916,121017,90718,2228,17302,10758,6528,1998-10-01
17853,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,898415,810843,610040,28099,61344,65532,14638,1998-09-24
17854,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,12165,7638,5018,91,456,969,892,1998-06-05
17855,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,82951,59442,35385,5091,7793,2840,2951,1998-10-31
17856,Japan,Osaka,1.5102506162201896,-3.245233909150882,5246281,4815246,3582055,414183,352301,342532,239206,1999-01-20
17857,Canada,Toronto,-2.097557183413056,-0.6387742714220199,100965,64689,47450,4345,10258,6085,2643,1998-09-12
17858,Japan,Tokyo,35.6895,139.6917,392789,189070,90261,14231,31648,27308,5030,1998-05-18
17859,Russia,Siberia_Zone,61.0137,99.1967,135437,68402,50455,5497,5073,10017,1789,1998-09-14
17860,USA,Illinois,-0.1071992535331094,-2.5699940756529567,2041848,82815,58456,5018,6660,8337,3492,1999-05-25
17861,Russia,Moscow,-3.1270639264667555,0.5501745696793509,766990,61054,24574,5033,5989,2473,3069,1998-11-14
17862,Canada,Ottawa,1.480608918212311,-1.9217980547608868,448177,238725,185462,9547,33984,2974,7995,1998-06-14
17863,France,Bordeaux,1.1704801824038547,-1.9678579598366681,34474,17590,8180,1153,1877,782,1505,1998-07-18
17864,USA,Raccoon_City,38.8333,-97.5333,31410024,15164110,9203116,914493,2852706,174403,554630,1998-07-26
17865,Germany,Berlin,52.52,13.405,12997,1734,1311,51,100,67,894,1998-11-25
17866,Russia,Vladivostok,43.1155,131.8853,320779,283050,219522,23437,46479,15555,7699,1998-12-10
17867,USA,Texas,-0.36160829624950047,-1.7712103761382976,281335,242636,119419,5335,38750,16554,7908,1999-01-08
17868,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,201040,57071,40155,2159,5817,2384,912,1998-10-07
17869,Russia,Moscow,-3.1270639264667555,0.5501745696793509,2243493,856996,465240,48634,79276,9738,23650,1998-12-15
17870,USA,California,-3.768367786224215,-7.269105964257913,33497,12273,7097,735,747,1024,1046,1998-11-11
17871,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,267964,57292,38935,4518,8245,3648,2300,1999-05-12
17872,France,Marseille,3.0758159318117744,0.8224238495790386,51262,16135,11755,264,883,1654,1360,1998-09-21
17873,UK,Edinburgh,0.6060610566215301,-4.154607930958573,531423,501781,312224,35386,99857,33862,23343,1998-09-07
17874,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,91676,49707,33662,2998,5965,4436,2993,1998-06-10
17875,USA,New_York,40.7128,-74.006,60588,51739,23676,1815,2678,1467,2139,1998-10-26
17876,UK,Birmingham,-2.8500477535126296,3.2832201705097055,50408,35079,20953,3501,4562,1750,2071,1998-05-14
17877,Russia,Vladivostok,43.1155,131.8853,3056,2549,1857,221,280,154,598,1998-12-18
17878,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,133958,46628,34547,521,5189,2989,2548,1998-05-27
17879,UK,Edinburgh,0.6060610566215301,-4.154607930958573,22022,13439,9181,1036,1418,265,1116,1999-04-02
17880,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,4268,1510,698,103,106,186,194,1999-03-25
17881,Brazil,Sao_Paulo,-23.5505,-46.6333,221515,172059,106951,9405,22684,5419,6317,1998-05-10
17882,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,10817,7874,3304,761,1208,493,907,1999-04-14
17883,France,Bordeaux,1.1704801824038547,-1.9678579598366681,4680195,3472684,2646275,190045,311612,317738,39087,1999-05-23
17884,USA,California,-3.768367786224215,-7.269105964257913,22068,4130,1953,159,258,276,674,1998-07-24
17885,Australia,Perth,-2.3821152566781127,0.315955519096403,1151686,938998,501877,41154,111815,138039,32270,1999-04-22
17886,Japan,Tokyo,35.6895,139.6917,2947079,2793909,1900283,245601,165449,200012,51621,1998-05-02
17887,Germany,Munich,1.3304192527089729,0.9162062377984493,527003,415785,294997,8399,57836,60338,13070,1998-11-23
17888,Canada,Vancouver,1.763269541791821,-1.335127450431743,12376,5685,3300,165,458,392,857,1998-07-28
17889,France,Marseille,3.0758159318117744,0.8224238495790386,8680651,2524827,1463117,70246,136500,74024,90769,1998-08-29
17890,Canada,Toronto,-2.097557183413056,-0.6387742714220199,1004566,124849,70591,10055,21132,6277,5697,1998-05-30
17891,Brazil,Sao_Paulo,-23.5505,-46.6333,780006,305271,186088,7652,35355,30039,15304,1998-05-09
17892,Antarctica,Rockfort_Island,-67.6167,62.8667,32620,8387,6638,326,918,390,1307,1998-09-06
17893,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,86986,35754,25309,1001,4632,1275,2123,1999-03-08
17894,Germany,Frankfurt,-4.724921723598893,2.452041664770111,8948,458,210,17,37,53,702,1999-03-08
17895,Germany,Munich,1.3304192527089729,0.9162062377984493,12156,3398,1698,239,240,117,160,1998-11-20
17896,Canada,Ottawa,1.480608918212311,-1.9217980547608868,2761880,2522004,1974684,135397,336188,29741,78300,1999-03-13
17897,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,706933,80829,47700,4101,12191,4056,2196,1999-02-25
17898,Russia,Moscow,-3.1270639264667555,0.5501745696793509,44406,3154,2188,295,480,434,634,1998-09-15
17899,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,133931,87746,39292,8189,7429,1841,2031,1998-09-22
17900,UK,Manchester,-0.16330745969565263,5.456915438611025,2488898,1958739,1331056,30934,112113,98230,96575,1998-10-21
17901,France,Paris_District,1.1184999132560782,0.24669544334403318,1366420,126836,54757,5487,14242,10716,6313,1998-06-18
17902,Australia,Sydney,-33.8688,151.2093,21612,19649,13903,1187,2475,1800,1194,1998-12-29
17903,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,42355,1520,886,88,293,95,871,1998-07-29
17904,Canada,Ottawa,1.480608918212311,-1.9217980547608868,197118,164039,114133,11415,9014,4448,5374,1998-08-08
17905,UK,Manchester,-0.16330745969565263,5.456915438611025,888949,701836,404714,13141,58724,17354,32072,1998-11-19
17906,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,18207,11567,5318,436,1873,843,978,1998-11-24
17907,Australia,Perth,-2.3821152566781127,0.315955519096403,13269,7992,3491,149,1317,1022,510,1998-08-01
17908,Canada,Montreal,3.577033218814007,0.06437063883327881,52113,38803,22237,3854,5541,4062,1445,1998-12-23
17909,France,Lyon,0.12253540250078182,2.243434500939372,7576,568,238,14,37,64,670,1999-01-29
17910,Japan,Okinawa,-0.7058126639679835,7.705785461881211,223028,80036,53855,4876,11276,8616,4410,1999-01-22
17911,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,6932,612,479,44,89,35,966,1998-11-17
17912,Antarctica,Rockfort_Island,-67.6167,62.8667,5433897,801358,618004,79415,106647,67288,28363,1999-01-05
17913,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,16038,12630,7979,905,1925,1679,987,1998-08-04
17914,France,Lyon,0.12253540250078182,2.243434500939372,8559,5709,3587,279,901,558,572,1998-12-12
17915,USA,Arklay_County,2.441439224449056,-2.9081933913488074,1805840,630712,395075,28408,112716,93960,25679,1999-05-22
17916,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,277665,107298,81639,5366,13030,12883,4326,1998-08-12
17917,Australia,Brisbane,-0.8665823898368763,9.314114221014716,37460,24128,10123,2056,4448,2938,1438,1998-09-21
17918,USA,California,-3.768367786224215,-7.269105964257913,310570,188582,124457,15027,24355,16069,3122,1998-09-14
17919,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,3210003,1487983,872180,140792,184888,188705,60669,1998-07-07
17920,Canada,Vancouver,1.763269541791821,-1.335127450431743,342607,243879,189838,16749,17214,24638,10340,1998-10-20
17921,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,1187886,237752,119444,22076,15164,20898,4074,1998-05-02
17922,UK,Manchester,-0.16330745969565263,5.456915438611025,9169,2635,1334,261,344,304,383,1998-08-27
17923,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,399495,24974,17653,1511,1373,2395,555,1999-04-10
17924,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,97939,53416,30552,4023,8719,4280,1563,1998-08-28
17925,Canada,Ottawa,1.480608918212311,-1.9217980547608868,275837,199068,108151,5744,29875,25019,5392,1999-02-02
17926,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,112249,56077,29273,5488,9868,8147,2392,1999-05-12
17927,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,12427,4343,1999,191,744,168,615,1998-09-26
17928,UK,Birmingham,-2.8500477535126296,3.2832201705097055,255649,48685,22416,3638,3012,3297,1407,1999-03-26
17929,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,1057149,562886,274120,31207,45281,19176,17368,1999-04-08
17930,Canada,Montreal,3.577033218814007,0.06437063883327881,58888,7741,5339,114,484,1126,478,1998-12-05
17931,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,1879867,969627,620379,42456,60559,138854,37893,1998-10-30
17932,Canada,Toronto,-2.097557183413056,-0.6387742714220199,112399,19888,15087,1861,3951,1585,1732,1998-05-04
17933,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,3105890,284850,176671,6205,42650,25363,9779,1998-06-27
17934,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,165088,151348,105379,5931,7679,22203,5759,1998-11-14
17935,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,484747,27814,14677,903,2645,1389,727,1999-05-09
17936,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,82753,69371,50799,3721,5922,1057,2710,1998-05-26
17937,Germany,Munich,1.3304192527089729,0.9162062377984493,236291,215026,157656,16325,27335,9148,7265,1998-08-21
17938,USA,Illinois,-0.1071992535331094,-2.5699940756529567,138224,91152,39553,1121,7586,12628,3673,1998-11-13
17939,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,16733,15349,7425,575,1591,236,1467,1998-12-15
17940,UK,Edinburgh,0.6060610566215301,-4.154607930958573,474350,341711,259511,19270,38207,28710,6168,1999-04-25
17941,Antarctica,Rockfort_Island,-67.6167,62.8667,239244,41062,20860,1756,5676,3205,1696,1999-05-20
17942,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,3400802,1803986,1084452,148131,145342,246804,52991,1998-08-06
17943,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,37276,25454,19588,2217,3672,2852,1673,1999-02-28
17944,Japan,Osaka,1.5102506162201896,-3.245233909150882,1695,955,684,17,103,35,861,1998-11-16
17945,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,3859667,1545901,1201074,92339,109459,65091,71843,1998-05-21
17946,Brazil,Sao_Paulo,-23.5505,-46.6333,35526,11169,5618,381,964,1519,528,1998-11-02
17947,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,193551,167380,111229,4211,20748,11013,8405,1998-10-22
17948,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,5885,4739,2647,372,816,91,363,1999-02-03
17949,UK,Birmingham,-2.8500477535126296,3.2832201705097055,50604,41127,20320,3912,7963,2800,2405,1998-11-24
17950,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,379157,138259,83736,12198,12079,13375,3747,1998-07-30
17951,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,24835,10181,7976,464,1864,516,340,1999-01-18
17952,UK,Birmingham,-2.8500477535126296,3.2832201705097055,41425,38379,25584,520,7280,5100,1640,1999-05-19
17953,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,4253,3515,2728,141,552,485,459,1999-03-01
17954,France,Bordeaux,1.1704801824038547,-1.9678579598366681,3550402,2249682,1046370,45260,392831,245827,53660,1998-12-02
17955,USA,Texas,-0.36160829624950047,-1.7712103761382976,17864,5260,3218,250,470,132,1079,1999-01-08
17956,Canada,Ottawa,1.480608918212311,-1.9217980547608868,10694,3706,2282,225,721,245,984,1999-04-20
17957,USA,Illinois,-0.1071992535331094,-2.5699940756529567,1648,1107,535,13,120,100,276,1998-05-31
17958,Germany,Frankfurt,-4.724921723598893,2.452041664770111,26098,1090,541,62,187,104,788,1998-09-02
17959,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,1282809,1122597,867559,16413,85751,72317,54094,1999-04-14
17960,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,1484059,445379,259555,5044,24574,39485,7622,1998-11-12
17961,Russia,Vladivostok,43.1155,131.8853,72190,21780,16677,710,3756,1344,923,1999-02-15
17962,USA,Illinois,-0.1071992535331094,-2.5699940756529567,9983,21,10,1,1,0,258,1998-06-03
17963,USA,Arklay_County,2.441439224449056,-2.9081933913488074,74754,46922,26596,1255,5698,5851,1731,1998-12-17
17964,Canada,Toronto,-2.097557183413056,-0.6387742714220199,92393,45639,30770,2974,8980,5304,1303,1998-05-15
17965,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,519340,238413,98159,14763,42749,14384,4607,1999-03-30
17966,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,202479,81490,52736,4582,9838,6542,2935,1999-04-06
17967,USA,Texas,-0.36160829624950047,-1.7712103761382976,3103792,874772,692443,82386,106138,75488,20896,1999-03-23
17968,Canada,Montreal,3.577033218814007,0.06437063883327881,20089,8089,3789,102,1553,293,639,1999-04-02
17969,UK,Edinburgh,0.6060610566215301,-4.154607930958573,12305,70,55,3,13,9,102,1998-10-17
17970,Australia,Perth,-2.3821152566781127,0.315955519096403,111084,31651,19186,1813,2443,1374,971,1998-09-23
17971,UK,Birmingham,-2.8500477535126296,3.2832201705097055,134678,118442,68896,7831,20093,13158,5653,1998-11-22
17972,Canada,Toronto,-2.097557183413056,-0.6387742714220199,817172,638847,301207,45623,116728,47541,23039,1998-06-07
17973,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,156841,94063,58075,2873,8121,5480,1757,1999-03-16
17974,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,103675,81599,40802,6664,9864,10497,3306,1998-05-29
17975,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,2388329,1231464,495810,72187,169823,17632,54012,1999-05-09
17976,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,7855,717,512,46,58,16,834,1999-05-06
17977,Russia,Siberia_Zone,61.0137,99.1967,14421070,6326846,3380301,324782,934066,492355,163158,1998-05-10
17978,Canada,Ottawa,1.480608918212311,-1.9217980547608868,293300,257418,187465,23787,49520,28803,5747,1999-01-28
17979,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,4032,252,148,9,21,36,383,1998-08-23
17980,Japan,Tokyo,35.6895,139.6917,92526,64762,26426,6044,8718,7826,2336,1998-07-23
17981,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,2115,1406,1032,102,189,28,961,1998-07-20
17982,USA,Florida,0.07366488477169875,-8.521986977221632,33740,10389,6850,868,531,1190,1169,1998-07-10
17983,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,45260,37271,20771,2475,7447,1748,1576,1999-05-06
17984,UK,London_City,51.5074,-0.1278,17242354,10847625,6872569,405543,562201,829280,176976,1998-06-25
17985,Japan,Tokyo,35.6895,139.6917,118140,24586,19229,1925,2872,3153,1773,1999-03-13
17986,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,135628,82528,60450,4297,14407,9457,3034,1999-04-24
17987,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,17344,13641,6087,984,911,475,878,1999-02-24
17988,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,11374600,9480314,5264103,276282,1371733,231251,121168,1998-12-08
17989,Russia,Siberia_Zone,61.0137,99.1967,379484,342334,254928,4859,52989,43114,10261,1998-08-12
17990,France,Bordeaux,1.1704801824038547,-1.9678579598366681,27576,1294,688,86,224,186,884,1998-12-19
17991,Canada,Toronto,-2.097557183413056,-0.6387742714220199,34029,5136,2376,455,672,135,543,1998-10-25
17992,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,15722,2554,1866,201,377,176,461,1998-07-13
17993,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,195491,44686,27306,3915,8089,5686,2494,1999-02-12
17994,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,33831,22021,16153,251,4323,572,729,1999-05-12
17995,France,Lyon,0.12253540250078182,2.243434500939372,55368,21962,14641,1941,3801,1436,868,1999-04-11
17996,USA,Arklay_County,2.441439224449056,-2.9081933913488074,1553600,179376,84303,7788,25014,7266,7110,1998-06-22
17997,Germany,Frankfurt,-4.724921723598893,2.452041664770111,28133,26052,12486,508,1665,963,1566,1999-01-12
17998,UK,Birmingham,-2.8500477535126296,3.2832201705097055,171377,16609,12701,1303,1648,2473,590,1999-04-24
17999,Germany,Berlin,52.52,13.405,48210,40353,27754,2548,4916,3069,1484,1998-08-26
